keys,en,it,de,fr
%s/%s formation slots filled,%s/%s formation slots filled,%s/%s posizioni della formazione occupate,%s/%s Formationsplätze belegt,%s/%s emplacements de formation occupés
Arrange Raid Formation,Arrange Raid Formation,Organizza formazione del raid,Raid-Formation aufstellen,Organiser la formation de raid
SELECTED COMPANION,SELECTED COMPANION,FAMIGLIO SELEZIONATO,AUSGEWÄHLTER BEGLEITER,FAMILIER SÉLECTIONNÉ
CHANGE,CHANGE,CAMBIA,ÄNDERN,CHANGER
Choose a different companion,Choose a different companion,Scegli un altro famiglio,Einen anderen Begleiter wählen,Choisir un autre compagnon
CHOOSE A COMPANION,CHOOSE A COMPANION,SCEGLI UN FAMIGLIO,EINEN BEGLEITER WÄHLEN,CHOISIR UN COMPAGNON
Choose one available expedition companion,Choose one available expedition companion,Scegli un famiglio disponibile per la spedizione,Wähle einen verfügbaren Expeditionsbegleiter,Choisis un compagnon d'expédition disponible
Choose a Companion,Choose a Companion,Scegli un famiglio,Einen Begleiter wählen,Choisir un compagnon
No Companion,No Companion,Nessun famiglio,Kein Begleiter,Aucun familier
SELECT,SELECT,SCEGLI,WÄHLEN,SÉLECTIONNER
Select %s,Select %s,Seleziona %s,%s wählen,Sélectionner %s
Begin Runway Trial,Begin Runway Trial,Avvia prova del percorso,Wegprüfung starten,Lancer l'épreuve de parcours
"Row %s, column %s","Row %s, column %s","Riga %s, colonna %s","Reihe %s, Spalte %s","Rangée %s, colonne %s"
Empty slot,Empty slot,Posizione vuota,Leerer Platz,Libre
R%s - C%s,R%s - C%s,R%s - C%s,R%s - C%s,R%s - C%s
"Raid position - Row %s, Column %s","Raid position - Row %s, Column %s","Posizione raid - Riga %s, Colonna %s","Raid-Position - Reihe %s, Spalte %s","Position de raid - Rangée %s, Colonne %s"
Leave this raid position empty,Leave this raid position empty,Lascia vuota questa posizione del raid,Diese Raid-Position leer lassen,Laisser cette position de raid vide
Empty hero slot,Empty hero slot,Posizione eroe vuota,Leerer Heldenplatz,Emplacement de héros vide
"Save this exact %s formation, including every empty position?

This replaces the previously saved team for this activity.","Save this exact %s formation, including every empty position?

This replaces the previously saved team for this activity.","Salvare questa formazione di %s esattamente com'è, incluse tutte le posizioni vuote?

La squadra salvata in precedenza per questa attività verrà sostituita.","Diese %s-Formation exakt so speichern, einschließlich jeder leeren Position?

Das ersetzt das zuvor gespeicherte Team für diese Aktivität.","Enregistrer cette formation de %s telle quelle, y compris chaque position vide ?

Cela remplace l'équipe précédemment enregistrée pour cette activité."
Formation saved for %s,Formation saved for %s,Formazione salvata per %s,Formation für %s gespeichert,Formation enregistrée pour %s
Formation could not be saved - please try again,Formation could not be saved - please try again,Impossibile salvare la formazione - riprova,Formation konnte nicht gespeichert werden - bitte erneut versuchen,Impossible d'enregistrer la formation - réessaie
No saved formation for this activity,No saved formation for this activity,Nessuna formazione salvata per questa attività,Keine gespeicherte Formation für diese Aktivität,Aucune formation enregistrée pour cette activité
Unknown hero,Unknown hero,Eroe sconosciuto,Unbekannter Held,Héros inconnu
%s - no longer in the roster,%s - no longer in the roster,%s - non è più nell'organico,%s - nicht mehr im Kader,%s - ne fait plus partie de l'effectif
%s - already fighting elsewhere,%s - already fighting elsewhere,%s - sta già combattendo altrove,%s - kämpft bereits anderswo,%s - combat déjà ailleurs
%s - duplicated in the saved formation,%s - duplicated in the saved formation,%s - duplicato nella formazione salvata,%s - in der gespeicherten Formation doppelt,%s - en double dans la formation sauvegardée
Saved formation loaded for %s,Saved formation loaded for %s,Formazione salvata caricata per %s,Gespeicherte Formation für %s geladen,Formation enregistrée chargée pour %s
"Every available saved hero was restored to their position.

These heroes could not join:
%s","Every available saved hero was restored to their position.

These heroes could not join:
%s","Ogni eroe disponibile del salvataggio è stato ripristinato nella propria posizione.

Questi eroi non hanno potuto unirsi:
%s","Jeder verfügbare gespeicherte Held wurde auf seine Position zurückgesetzt.

Diese Helden konnten nicht beitreten:
%s","Chaque héros sauvegardé disponible a été rétabli à sa position.

Ces héros n'ont pas pu rejoindre le groupe :
%s"
Unclaimed raid rewards,Unclaimed raid rewards,Ricompense del raid non riscosse,Nicht abgeholte Raid-Belohnungen,Récompenses de raid non réclamées
Select your team,Select your team,Scegli la tua squadra,Wähle dein Team,Choisis ton équipe
%s/%s selected,%s/%s selected,%s/%s selezionati,%s/%s ausgewählt,%s/%s sélectionnés
Start dungeon,Start dungeon,Avvia dungeon,Verlies starten,Lancer le donjon
Choose a hero for slot %s,Choose a hero for slot %s,Scegli un eroe per lo slot %s,Wähle einen Helden für Platz %s,Choisis un héros pour l'emplacement %s
Team slot %s,Team slot %s,Slot squadra %s,Teamplatz %s,Emplacement d'équipe %s
Tap to select - hold for hero details,Tap to select - hold for hero details,Tocca per selezionare - tieni premuto per i dettagli dell'eroe,Tippen zum Auswählen - gedrückt halten für Heldendetails,Touche pour sélectionner - maintiens pour les détails du héros
No heroes are currently available.,No heroes are currently available.,Al momento non ci sono eroi disponibili.,Derzeit sind keine Helden verfügbar.,Aucun héros n'est disponible actuellement.
ACTIVE COMPANION,ACTIVE COMPANION,FAMIGLIO ATTIVO,AKTIVER BEGLEITER,COMPAGNON ACTIF
Battle report,Battle report,Rapporto di battaglia,Kampfbericht,Rapport de bataille
COMPANION,COMPANION,FAMIGLIO,BEGLEITER,COMPAGNON
Back to Companion Picker,Back to Companion Picker,Torna alla scelta del famiglio,Zurück zur Begleiterauswahl,Retour au choix du compagnon
Back to Activity,Back to Activity,Torna all'attività,Zurück zur Aktivität,Retour à l'activité
GEMS   %s,GEMS   %s,GEMME   %s,EDELSTEINE   %s,GEMMES   %s
Open the Gem Treasury · %s gems,Open the Gem Treasury · %s gems,Apri la Tesoreria delle gemme · %s gemme,Edelstein-Schatzkammer öffnen · %s Edelsteine,Ouvrir le Trésor des gemmes · %s gemmes
Open the Premium shop · paid gem packs require Google Play on Android · %s gems,Open the Premium shop · paid gem packs require Google Play on Android · %s gems,Apri il negozio Premium · i pacchetti di gemme a pagamento richiedono Google Play su Android · %s gemme,Premium-Laden öffnen · kostenpflichtige Edelsteinpakete erfordern Google Play auf Android · %s Edelsteine,Ouvrir la boutique Premium · les packs de gemmes payants nécessitent Google Play sur Android · %s gemmes
Open the Gem Shop,Open the Gem Shop,Apri il negozio delle gemme,Edelsteinladen öffnen,Ouvrir la Boutique de gemmes
Complete Tier %s,Complete Tier %s,Completa il grado %s,Schließe Grad %s ab,Termine le palier %s
Platinum,Platinum,Platino,Platin,Platine
Gold,Gold,Oro,Gold,Or
Silver,Silver,Argento,Silber,Argent
Copper,Copper,Rame,Kupfer,Cuivre
%s coins,%s coins,%s monete,%s Münzen,%s pièces
Gem purchases are available through Google Play on Android.,Gem purchases are available through Google Play on Android.,Gli acquisti di gemme sono disponibili tramite Google Play su Android.,Edelsteinkäufe sind über Google Play auf Android verfügbar.,Les achats de gemmes sont disponibles via Google Play sur Android.
Gem Treasury,Gem Treasury,Tesoreria delle gemme,Edelsteinkammer,Trésorerie de gemmes
Recharge Gems,Recharge Gems,Ricarica gemme,Edelsteine aufladen,Recharger les gemmes
Current balance · %s gems,Current balance · %s gems,Saldo attuale · %s gemme,Aktueller Stand · %s Edelsteine,Solde actuel · %s gemmes
Choose a coffer. Larger bundles include more gems for every euro spent.,Choose a coffer. Larger bundles include more gems for every euro spent.,Scegli uno scrigno. I pacchetti più grandi offrono più gemme per ogni euro speso.,Wähle eine Truhe. Größere Pakete enthalten mehr Edelsteine pro ausgegebenem Euro.,Choisis un coffre. Les packs plus grands contiennent plus de gemmes par euro dépensé.
Secure checkout and localized prices are provided by Google Play.,Secure checkout and localized prices are provided by Google Play.,Il pagamento sicuro e i prezzi localizzati sono forniti da Google Play.,Sicherer Bezahlvorgang und lokalisierte Preise werden von Google Play bereitgestellt.,Le paiement sécurisé et les prix localisés sont fournis par Google Play.
Refresh Google Play,Refresh Google Play,Aggiorna Google Play,Google Play aktualisieren,Actualiser Google Play
%s GEMS,%s GEMS,%s GEMME,%s EDELSTEINE,%s GEMMES
Price,Price,Prezzo,Preis,Prix
BEST VALUE,BEST VALUE,MIGLIOR VALORE,BESTES ANGEBOT,MEILLEURE OFFRE
Opening secure Google Play checkout…,Opening secure Google Play checkout…,Apertura del pagamento sicuro di Google Play…,Sicherer Google-Play-Bezahlvorgang wird geöffnet…,Ouverture du paiement sécurisé Google Play…
Purchases are currently unavailable,Purchases are currently unavailable,Gli acquisti non sono disponibili al momento,Käufe sind derzeit nicht verfügbar,Les achats sont actuellement indisponibles
Gem purchase was not completed,Gem purchase was not completed,L'acquisto di gemme non è stato completato,Der Edelsteinkauf wurde nicht abgeschlossen,L'achat de gemmes n'a pas été finalisé
Treasury recharged · +%s gems,Treasury recharged · +%s gems,Tesoreria ricaricata · +%s gemme,Schatzkammer aufgeladen · +%s Edelsteine,Trésorerie rechargée · +%s gemmes
Purchase pending · gems arrive after Google Play approves payment,Purchase pending · gems arrive after Google Play approves payment,Acquisto in sospeso · le gemme arriveranno dopo l'approvazione del pagamento da parte di Google Play,"Kauf ausstehend · die Edelsteine treffen ein, sobald Google Play die Zahlung genehmigt",Achat en attente · les gemmes arrivent après l'approbation du paiement par Google Play
PROCESSING…,PROCESSING…,ELABORAZIONE…,VERARBEITUNG…,TRAITEMENT…
PENDING APPROVAL,PENDING APPROVAL,IN ATTESA DI APPROVAZIONE,GENEHMIGUNG AUSSTEHEND,EN ATTENTE D'APPROBATION
FINALIZING…,FINALIZING…,COMPLETAMENTO…,ABSCHLUSS…,FINALISATION…
Connecting to Google Play,Connecting to Google Play,Connessione a Google Play,Verbindung zu Google Play wird hergestellt,Connexion à Google Play
Purchase is in progress,Purchase is in progress,Acquisto in corso,Kauf läuft,Achat en cours
Payment is pending Google Play approval,Payment is pending Google Play approval,Il pagamento attende l'approvazione di Google Play,Die Zahlung wartet auf die Genehmigung durch Google Play,Le paiement est en attente d'approbation par Google Play
Gems delivered; Google Play is finalizing the purchase,Gems delivered; Google Play is finalizing the purchase,Gemme consegnate; Google Play sta completando l'acquisto,Edelsteine geliefert; Google Play schließt den Kauf ab,Gemmes livrées ; Google Play finalise l'achat
Purchase %s gems,Purchase %s gems,Acquista %s gemme,%s Edelsteine kaufen,Acheter %s gemmes
Material Market,Material Market,Mercato dei materiali,Materialmarkt,Marché des matériaux
New stock in %s,New stock in %s,Nuove scorte tra %s,Neuer Vorrat in %s,Nouveaux stocks dans %s
One-craft bundles from your latest unlocked dungeons. Each stack costs 20% more than its sell value.,One-craft bundles from your latest unlocked dungeons. Each stack costs 20% more than its sell value.,Pacchetti per una creazione provenienti dagli ultimi dungeon sbloccati. Ogni scorta costa il 20% in più del suo valore di vendita.,Pakete für je eine Herstellung aus deinen zuletzt freigeschalteten Verliesen. Jeder Stapel kostet 20% mehr als sein Verkaufswert.,Lots pour une seule fabrication issus de tes derniers donjons débloqués. Chaque lot coûte 20% de plus que sa valeur de vente.
Weekly Gem Specials,Weekly Gem Specials,Offerte settimanali in gemme,Wöchentliche Edelstein-Angebote,Offres hebdomadaires en gemmes
Weekly reset in %s,Weekly reset in %s,Ripristino settimanale tra %s,Wöchentliches Zurücksetzen in %s,Réinitialisation hebdomadaire dans %s
"Guaranteed permanent capacity upgrades. Each has one in stock per week, and its icon-formatted price stays fixed up to rank 3.","Guaranteed permanent capacity upgrades. Each has one in stock per week, and its icon-formatted price stays fixed up to rank 3.",Potenziamenti permanenti garantiti della capacità. Ce n'è uno disponibile a settimana e il prezzo indicato dalle icone resta fisso fino al grado 3.,"Garantierte dauerhafte Kapazitätsverbesserungen. Von jeder gibt es einen Vorrat pro Woche, und der als Symbol angezeigte Preis bleibt bis Rang 3 gleich.","Améliorations de capacité permanentes garanties. Chacune est disponible en un exemplaire par semaine, et son prix affiché en icônes reste fixe jusqu'au rang 3."
Pet Egg Market,Pet Egg Market,Mercato delle uova dei famigli,Begleiter-Eier-Markt,Marché des œufs de familier
Prices scale by tier. Eggs go to PETS > Eggs; rarity is rolled when hatched.,Prices scale by tier. Eggs go to PETS > Eggs; rarity is rolled when hatched.,I prezzi aumentano con il grado. Le uova vanno in FAMIGLI > Uova; la rarità viene determinata alla schiusa.,Die Preise steigen mit dem Grad. Eier landen unter BEGLEITER > Eier; die Seltenheit wird beim Schlüpfen ausgewürfelt.,Les prix augmentent avec le palier. Les œufs vont dans FAMILIERS > Œufs ; la rareté est tirée à l'éclosion.
Pet Egg,Pet Egg,Uovo di famiglio,Begleiter-Ei,Œuf de familier
Inspect or buy %s for %s gems - %s,Inspect or buy %s for %s gems - %s,Esamina o acquista %s per %s gemme - %s,%s für %s Edelsteine ansehen oder kaufen - %s,Inspecter ou acheter %s pour %s gemmes - %s
