keys,en,it,de,fr
A jewel-filled core sustains the king and protects it from elemental damage.,A jewel-filled core sustains the king and protects it from elemental damage.,Un nucleo colmo di gemme sostiene il re e lo protegge dai danni elementali.,Ein juwelengefüllter Kern erhält den König und schützt ihn vor Elementarschaden.,Un noyau empli de joyaux soutient le roi et le protège des dégâts élémentaires.
A luminous core shields the wisp from magic.,A luminous core shields the wisp from magic.,Un nucleo luminoso protegge il fuoco fatuo dalla magia.,Ein leuchtender Kern schirmt das Irrlicht vor Magie ab.,Un noyau lumineux protège le feu follet de la magie.
A protected filament keeps the wraith alight.,A protected filament keeps the wraith alight.,Un filamento protetto mantiene acceso lo spettro.,Ein geschütztes Filament hält das Gespenst am Leuchten.,Un filament protégé maintient le spectre allumé.
A shifting body makes direct attacks unreliable.,A shifting body makes direct attacks unreliable.,Un corpo mutevole rende inaffidabili gli attacchi diretti.,Ein wandelbarer Körper macht direkte Angriffe unzuverlässig.,Un corps changeant rend les attaques directes peu fiables.
A volatile seal burns through weak magic defense.,A volatile seal burns through weak magic defense.,Un sigillo volatile arde attraverso le difese magiche deboli.,Ein unbeständiges Siegel brennt sich durch schwache Magieverteidigung.,Un sceau instable brûle à travers une défense magique faible.
Bark plates blunt incoming blows.,Bark plates blunt incoming blows.,Piastre di corteccia attutiscono i colpi in arrivo.,Rindenplatten dämpfen eintreffende Hiebe.,Des plaques d'écorce amortissent les coups reçus.
Bog iron plates provide formidable defense.,Bog iron plates provide formidable defense.,Piastre di ferro palustre offrono una difesa formidabile.,Sumpfeisenplatten bieten eine gewaltige Verteidigung.,Des plaques de fer des tourbières offrent une défense formidable.
Brine preserves its ruined body.,Brine preserves its ruined body.,La salamoia preserva il suo corpo in rovina.,Sole konserviert seinen zerstörten Körper.,La saumure préserve son corps ruiné.
Contact with the slime exposes attackers to its toxins.,Contact with the slime exposes attackers to its toxins.,Il contatto con lo slime espone gli attaccanti alle sue tossine.,Berührung mit dem Slime setzt Angreifer seinen Giften aus.,Le contact avec le Slime expose les attaquants à ses toxines.
Dense armor favors counters and regeneration.,Dense armor favors counters and regeneration.,Un'armatura massiccia favorisce contrattacchi e rigenerazione.,Dichte Rüstung begünstigt Konter und Regeneration.,Une armure dense favorise les ripostes et la régénération.
Dense growth makes the seal difficult to finish.,Dense growth makes the seal difficult to finish.,Una crescita fitta rende difficile abbattere il sigillo.,"Dichter Wuchs macht es schwer, das Siegel zu erledigen.",Une croissance dense rend le sceau difficile à achever.
Every careless strike risks a severe counter.,Every careless strike risks a severe counter.,Ogni colpo imprudente rischia di provocare un duro contrattacco.,Jeder unachtsame Schlag riskiert einen schweren Konter.,Chaque frappe imprudente risque une riposte sévère.
Exceptional speed and evasion shape the fight.,Exceptional speed and evasion shape the fight.,Velocità ed schivata eccezionali determinano l'andamento dello scontro.,Außergewöhnliche Schnelligkeit und Ausweichen prägen den Kampf.,Une vitesse et une esquive exceptionnelles façonnent le combat.
Feeds on damage to sustain itself.,Feeds on damage to sustain itself.,Si nutre dei danni per sostenersi.,"Nährt sich von Schaden, um sich zu erhalten.",Se nourrit des dégâts pour se soutenir.
Flame splits through its crystalline body.,Flame splits through its crystalline body.,La fiamma si divide attraverso il suo corpo cristallino.,Flamme spaltet sich durch seinen kristallinen Körper.,La flamme se divise à travers son corps cristallin.
Focuses pressure on exposed heroes.,Focuses pressure on exposed heroes.,Concentra la pressione sugli eroi esposti.,Bündelt den Druck auf bloßgestellte Helden.,Concentre la pression sur les héros exposés.
Heavy attacks punish fragile defenses.,Heavy attacks punish fragile defenses.,Gli attacchi pesanti puniscono le difese fragili.,Schwere Angriffe bestrafen zerbrechliche Verteidigungen.,Des attaques lourdes punissent les défenses fragiles.
Heavy magical sediment hardens around its body.,Heavy magical sediment hardens around its body.,Pesanti sedimenti magici si induriscono attorno al suo corpo.,Schweres magisches Sediment härtet um seinen Körper aus.,Un lourd sédiment magique durcit autour de son corps.
Heavy renewal demands sustained pressure.,Heavy renewal demands sustained pressure.,Un intenso rinnovamento richiede una pressione costante.,Starke Erneuerung verlangt anhaltenden Druck.,Un renouvellement intense exige une pression soutenue.
Its crystal body bends inaccurate attacks.,Its crystal body bends inaccurate attacks.,Il suo corpo cristallino devia gli attacchi imprecisi.,Sein Kristallkörper lenkt ungenaue Angriffe ab.,Son corps de cristal dévie les attaques imprécises.
Its drifting spores carry persistent decay.,Its drifting spores carry persistent decay.,Le sue spore fluttuanti diffondono Decadimento persistente.,Seine treibenden Sporen tragen anhaltenden Zerfall.,Ses spores à la dérive portent un Déclin persistant.
Its empty armor draws attacks from its allies.,Its empty armor draws attacks from its allies.,La sua armatura vuota attira gli attacchi lontano dagli alleati.,Seine leere Rüstung zieht Angriffe von seinen Verbündeten ab.,Son armure vide détourne les attaques de ses alliés.
Its gleaming vapor carries corrosive poison.,Its gleaming vapor carries corrosive poison.,Il suo vapore scintillante trasporta veleno corrosivo.,Sein schimmernder Dampf trägt ätzendes Gift.,Sa vapeur scintillante transporte un poison corrosif.
Its heartwood steadily repairs damage.,Its heartwood steadily repairs damage.,Il suo durame ripara costantemente i danni.,Sein Kernholz repariert Schaden stetig.,Son duramen répare régulièrement les dégâts.
Its hollow core resists magic and control.,Its hollow core resists magic and control.,Il suo nucleo vuoto resiste alla magia e al controllo.,Sein hohler Kern widersteht Magie und Kontrolle.,Son noyau creux résiste à la magie et au contrôle.
Its outline dissolves into the chamber mist.,Its outline dissolves into the chamber mist.,La sua sagoma si dissolve nella nebbia della camera.,Seine Umrisse lösen sich im Nebel der Kammer auf.,Sa silhouette se dissout dans la brume de la chambre.
Its sealed alloy shell holds a steady ember.,Its sealed alloy shell holds a steady ember.,Il suo guscio sigillato di lega custodisce una brace stabile.,Seine versiegelte Legierungshülle birgt eine beständige Glut.,Sa coque scellée en alliage abrite une braise constante.
Its shield absorbs repeated assaults.,Its shield absorbs repeated assaults.,Il suo scudo assorbe gli assalti ripetuti.,Sein Schild absorbiert wiederholte Angriffe.,Son bouclier absorbe les assauts répétés.
Its silhouette never presents the same defense twice.,Its silhouette never presents the same defense twice.,La sua sagoma non presenta mai due volte la stessa difesa.,Seine Silhouette zeigt nie zweimal dieselbe Verteidigung.,Sa silhouette ne présente jamais deux fois la même défense.
Its unstable core empowers fire-based damage.,Its unstable core empowers fire-based damage.,Il suo nucleo instabile potenzia i danni da fuoco.,Sein unbeständiger Kern verstärkt feuerbasierten Schaden.,Son noyau instable renforce les dégâts de feu.
Layered crystal and frost blunt incoming force.,Layered crystal and frost blunt incoming force.,Strati di cristallo e gelo attutiscono la forza in arrivo.,Geschichteter Kristall und Frost dämpfen eintreffende Wucht.,Cristal et givre en couches amortissent la force reçue.
Layered defenses demand every system the company has learned.,Layered defenses demand every system the company has learned.,Difese stratificate richiedono ogni sistema appreso dalla compagnia.,"Geschichtete Verteidigungen verlangen jedes System, das die Gesellschaft gelernt hat.",Des défenses en couches exigent tous les systèmes que la compagnie a appris.
Layered organs make simple damage plans unreliable.,Layered organs make simple damage plans unreliable.,Organi stratificati rendono inaffidabili le strategie di danno più semplici.,Geschichtete Organe machen einfache Schadenspläne unzuverlässig.,Des organes superposés rendent les plans de dégâts simples peu fiables.
Lifeblood drives extreme regeneration.,Lifeblood drives extreme regeneration.,Il sangue vitale alimenta una rigenerazione estrema.,Lebensblut treibt eine extreme Regeneration an.,Le sang vital alimente une régénération extrême.
Magic and regeneration feed one another.,Magic and regeneration feed one another.,Magia e rigenerazione si alimentano a vicenda.,Magie und Regeneration nähren einander.,Magie et régénération se nourrissent l'une l'autre.
Measured blows create dangerous burst windows.,Measured blows create dangerous burst windows.,Colpi misurati creano pericolose finestre di attacco esplosivo.,Bemessene Schläge schaffen gefährliche Ausbruchsfenster.,Des coups mesurés créent de dangereuses fenêtres explosives.
Moves through roots with exceptional agility.,Moves through roots with exceptional agility.,Si muove tra le radici con agilità eccezionale.,Bewegt sich mit außergewöhnlicher Wendigkeit durch Wurzeln.,Se déplace entre les racines avec une agilité exceptionnelle.
No single defense answers every attack.,No single defense answers every attack.,Nessuna singola difesa può rispondere a ogni attacco.,Keine einzelne Verteidigung hat auf jeden Angriff eine Antwort.,Aucune défense unique ne répond à toutes les attaques.
Precise counters punish predictable attackers.,Precise counters punish predictable attackers.,Contrattacchi precisi puniscono gli attaccanti prevedibili.,Präzise Konter bestrafen berechenbare Angreifer.,Des ripostes précises punissent les attaquants prévisibles.
Rapid growth repairs severe damage.,Rapid growth repairs severe damage.,Una crescita rapida ripara i danni più gravi.,Schneller Wuchs repariert schweren Schaden.,Une croissance rapide répare les dégâts sévères.
Redundant anatomy supports heavy regeneration.,Redundant anatomy supports heavy regeneration.,Un'anatomia ridondante sostiene una rigenerazione intensa.,Redundante Anatomie trägt eine starke Regeneration.,Une anatomie redondante soutient une régénération intense.
Repairs its plated bark every turn.,Repairs its plated bark every turn.,Ripara la propria corteccia corazzata a ogni turno.,Repariert seine gepanzerte Rinde in jedem Zug.,Répare son écorce cuirassée à chaque tour.
Retaliates against careless bursts.,Retaliates against careless bursts.,Contrattacca gli assalti esplosivi imprudenti.,Vergilt unachtsame Ausbrüche.,Riposte aux salves imprudentes.
Rotating plates distribute incoming force.,Rotating plates distribute incoming force.,Piastre rotanti distribuiscono la forza in arrivo.,Rotierende Platten verteilen die eintreffende Wucht.,Des plaques rotatives répartissent la force reçue.
Smoke condenses into fresh armor around every fracture.,Smoke condenses into fresh armor around every fracture.,Il fumo si condensa in nuova armatura attorno a ogni frattura.,Rauch verdichtet sich um jeden Bruch zu neuer Rüstung.,La fumée se condense en armure neuve autour de chaque fracture.
