keys,en,it,de,fr
"Always +22 Healing. Gains a barrier of 6% maximum Health at each wave start, and every heal performed grants its target a barrier worth 10% of their maximum Health. After every action, Repair Sequence splits a 2-pulse heal between 2 wounded allies.","Always +22 Healing. Gains a barrier of 6% maximum Health at each wave start, and every heal performed grants its target a barrier worth 10% of their maximum Health. After every action, Repair Sequence splits a 2-pulse heal between 2 wounded allies.","Sempre +22 Cure. Ottiene una barriera pari al 6% dei PV massimi all'inizio di ogni ondata e ogni cura effettuata concede al bersaglio una barriera pari al 10% dei suoi PV massimi. Dopo ogni azione, Sequenza di riparazione divide una cura in 2 impulsi tra 2 alleati feriti.","Immer +22 Heilung. Erhält zu Beginn jeder Welle eine Barriere von 6% der maximalen LP, und jede gewirkte Heilung gewährt dem Ziel eine Barriere von 10% seiner maximalen LP. Nach jeder Aktion verteilt Reparatursequenz eine Heilung in 2 Impulsen auf 2 Verbündete.","Toujours +22 Soins. Gagne une barrière de 6% des PV max au début de chaque vague, et chaque soin prodigué accorde à sa cible une barrière de 10% de ses PV max. Après chaque action, Séquence de réparation répartit un soin en 2 impulsions entre 2 alliés blessés."
Machinist,Machinist,Macchinista,Maschinist,Machiniste
"A battlefield operator who deploys turrets, explosives, and mechanical weapons to control key positions.","A battlefield operator who deploys turrets, explosives, and mechanical weapons to control key positions.","Un operatore da battaglia che schiera torrette, esplosivi e armi meccaniche per controllare le posizioni strategiche.","Ein Schlachtfeldtechniker, der Geschütztürme, Sprengsätze und mechanische Waffen aufstellt, um Schlüsselpositionen zu beherrschen.","Un opérateur de champ de bataille qui déploie tourelles, explosifs et armes mécaniques pour contrôler les positions clés."
Sentry Turret,Sentry Turret,Torretta sentinella,Wachturm-Geschütz,Tourelle de guet
"Fires a turret barrage at the weakest enemy 4 times, ignoring 20% Defense on each shot.","Fires a turret barrage at the weakest enemy 4 times, ignoring 20% Defense on each shot.","Spara una raffica dalla torretta contro il nemico più debole 4 volte, ignorando il 20% della Difesa a ogni colpo.",Feuert 4-mal ein Geschützturm-Sperrfeuer auf den schwächsten Gegner und ignoriert bei jedem Schuss 20% Verteidigung.,"Tire un barrage de tourelle sur l'ennemi le plus faible 4 fois, en ignorant 20% de la Défense à chaque tir."
Calibrated Barrage,Calibrated Barrage,Raffica calibrata,Kalibriertes Sperrfeuer,Barrage calibré
"Always +16 Critical Chance; basic attacks ignore 15% Defense and each adds +5% Damage (Momentum, up to +36%) for the rest of the battle. Below 35% Health, raises a barrier of 45% maximum Health, once every 4 turns.","Always +16 Critical Chance; basic attacks ignore 15% Defense and each adds +5% Damage (Momentum, up to +36%) for the rest of the battle. Below 35% Health, raises a barrier of 45% maximum Health, once every 4 turns.","Sempre +16 Probabilità critica; gli attacchi base ignorano il 15% della Difesa e ognuno aggiunge +5% Danni (Slancio, fino a +36%) per il resto della battaglia. Sotto il 35% di Salute, alza una barriera del 45% dei PV massimi una volta ogni 4 turni.","Immer +16 Kritische Chance; Standardangriffe ignorieren 15% Verteidigung und fügen je +5% Schaden hinzu (Schwung, bis +36%) für den Rest des Kampfes. Unter 35% Leben entsteht einmal alle 4 Züge eine Barriere von 45% der maximalen LP.","Toujours +16 Chance critique ; les attaques de base ignorent 15% de la Défense et ajoutent chacune +5% Dégâts (Élan, jusqu'à +36%) pour le reste du combat. Sous 35% de Vie, lève une barrière de 45% des PV max une fois tous les 4 tours."
Siege Architect,Siege Architect,Architetto d'assedio,Belagerungsarchitekt,Architecte de siège
A master of heavy machinery who constructs fortified positions and brings overwhelming mechanical firepower.,A master of heavy machinery who constructs fortified positions and brings overwhelming mechanical firepower.,Un maestro dei macchinari pesanti che costruisce posizioni fortificate e porta sul campo una potenza di fuoco meccanica travolgente.,"Ein Meister schwerer Maschinen, der befestigte Stellungen errichtet und überwältigende mechanische Feuerkraft mitbringt.",Un maître des machines lourdes qui construit des positions fortifiées et apporte une puissance de feu mécanique écrasante.
Siege Battery,Siege Battery,Batteria d'assedio,Belagerungsbatterie,Batterie de siège
"Bombards every enemy, shields the party for 30% max Health until broken, and grants the Siege Architect +25 Defense and +25 Magic Defense for 4 turns.","Bombards every enemy, shields the party for 30% max Health until broken, and grants the Siege Architect +25 Defense and +25 Magic Defense for 4 turns.","Bombarda tutti i nemici, protegge il gruppo con una barriera pari al 30% della salute massima finché non viene infranta e concede all'Architetto d'assedio +25 Difesa e +25 Difesa magica per 4 turni.","Bombardiert jeden Gegner, schützt die Gruppe mit einer Barriere von 30% des maximalen Lebens, bis sie bricht, und gewährt dem Belagerungsarchitekten +25 Verteidigung und +25 Magieverteidigung für 4 Züge.","Bombarde chaque ennemi, protège le groupe d'une barrière de 30% de la Vie max jusqu'à ce qu'elle soit brisée, et accorde à l'Architecte de siège +25 Défense et +25 Défense magique pendant 4 tours."
Entrenched Firepower,Entrenched Firepower,Potenza di fuoco trincerata,Verschanzte Feuerkraft,Puissance de feu retranchée
"Always +3 Threat, +32 Defense, and +32 Magic Defense. Gains a barrier of 1.5% maximum Health at each wave start and 12% on each active skill cast; below 35% Health, raises 40% more, once every 4 turns.","Always +3 Threat, +32 Defense, and +32 Magic Defense. Gains a barrier of 1.5% maximum Health at each wave start and 12% on each active skill cast; below 35% Health, raises 40% more, once every 4 turns.","Sempre +3 Minaccia, +32 Difesa e +32 Difesa magica. Ottiene una barriera pari all'1,5% dei PV massimi all'inizio di ogni ondata e al 12% a ogni lancio dell'abilità attiva; sotto il 35% di Salute ne alza un'altra del 40%, una volta ogni 4 turni.","Immer +3 Bedrohung, +32 Verteidigung und +32 Magieverteidigung. Erhält zu Beginn jeder Welle eine Barriere von 1,5% der maximalen LP und bei jedem Einsatz der aktiven Fähigkeit 12%; unter 35% Leben einmal alle 4 Züge weitere 40%.","Toujours +3 Menace, +32 Défense et +32 Défense magique. Gagne une barrière de 1,5% des PV max au début de chaque vague et de 12% à chaque lancement de la compétence active ; sous 35% de Vie, 40% de plus une fois tous les 4 tours."
Monk,Monk,Monaco,Mönch,Moine
"A disciplined combatant who generates focus through movement, counters, and attack combinations before spending it on advanced techniques.","A disciplined combatant who generates focus through movement, counters, and attack combinations before spending it on advanced techniques.","Un combattente disciplinato che genera concentrazione tramite movimento, contrattacchi e combinazioni di colpi, per poi spenderla in tecniche avanzate.","Ein disziplinierter Kämpfer, der durch Bewegung, Konter und Angriffskombinationen Fokus sammelt und ihn dann für fortgeschrittene Techniken einsetzt.","Un combattant discipliné qui génère de la concentration par le mouvement, les ripostes et les enchaînements, puis la dépense en techniques avancées."
Resonant Palm,Resonant Palm,Palmo risonante,Resonante Handfläche,Paume résonante
"Strikes a random enemy, restores 8 mana to the party, and grants the Monk +20 Counter Chance for 2 turns.","Strikes a random enemy, restores 8 mana to the party, and grants the Monk +20 Counter Chance for 2 turns.","Colpisce un nemico casuale, ripristina 8 mana al gruppo e concede al Monaco +20 Probabilità di contrattacco per 2 turni.","Trifft einen zufälligen Gegner, stellt der Gruppe 8 Mana wieder her und gewährt dem Mönch +20 Konterchance für 2 Züge.","Frappe un ennemi au hasard, restaure 8 mana au groupe et accorde au Moine +20 Chance de riposte pendant 2 tours."
Circulating Breath,Circulating Breath,Respiro circolante,Kreisender Atem,Souffle circulant
The party always gains +7 Critical Chance; the Monk gains +31 Counter Chance. Critical hits apply 21% Vulnerability to the target for 3 turns.,The party always gains +7 Critical Chance; the Monk gains +31 Counter Chance. Critical hits apply 21% Vulnerability to the target for 3 turns.,Il gruppo ottiene sempre +7 Probabilità critica; il Monaco ottiene +31 Probabilità di contrattacco. I colpi critici applicano il 21% di Vulnerabilità al bersaglio per 3 turni.,Die Gruppe erhält immer +7 Kritische Chance; der Mönch erhält +31 Konterchance. Kritische Treffer belegen das Ziel 3 Züge lang mit 21% Verwundbarkeit.,Le groupe gagne toujours +7 Chance critique ; le Moine gagne +31 Chance de riposte. Les coups critiques appliquent 21% de Vulnérabilité à la cible pendant 3 tours.
Martial Artist,Martial Artist,Artista marziale,Kampfkünstler,Artiste martial
"A mobile melee specialist who changes stances, completes combos, and counters predictable enemy attacks.","A mobile melee specialist who changes stances, completes combos, and counters predictable enemy attacks.","Un agile specialista del corpo a corpo che cambia posizione, completa combo e contrattacca gli attacchi nemici prevedibili.","Ein beweglicher Nahkampfspezialist, der Kampfhaltungen wechselt, Kombos vollendet und vorhersehbare Feindangriffe kontert.","Un spécialiste de mêlée mobile qui change de posture, achève ses combos et riposte aux attaques ennemies prévisibles."
Stance Breaker,Stance Breaker,Rottura della postura,Haltungsbrecher,Briseur de posture
"Strikes the strongest enemy, ignoring 25% Defense, then grants the Martial Artist +20 Evade for 3 turns.","Strikes the strongest enemy, ignoring 25% Defense, then grants the Martial Artist +20 Evade for 3 turns.","Colpisce il nemico più forte ignorando il 25% della Difesa, poi concede all'Artista marziale +20 Schivata per 3 turni.","Trifft den stärksten Gegner, ignoriert 25% Verteidigung und gewährt dem Kampfkünstler dann +20 Ausweichen für 3 Züge.","Frappe l'ennemi le plus fort, en ignorant 25% de la Défense, puis accorde à l'Artiste martial +20 Esquive pendant 3 tours."
Combo Flow,Combo Flow,Flusso di combo,Kombofluss,Flux d'enchaînement
"Always +55 Counter Chance, +38 Counter Power, and +18 Critical Chance; each active skill cast adds +10% Damage (Momentum, up to +35%) for the rest of the battle.","Always +55 Counter Chance, +38 Counter Power, and +18 Critical Chance; each active skill cast adds +10% Damage (Momentum, up to +35%) for the rest of the battle.","Sempre +55 Probabilità di contrattacco, +38 Potenza di contrattacco e +18 Probabilità critica; ogni lancio dell'abilità attiva aggiunge +10% Danni (Slancio, fino a +35%) per il resto della battaglia.","Immer +55 Konterchance, +38 Konterkraft und +18 Kritische Chance; jeder Einsatz der aktiven Fähigkeit fügt +10% Schaden hinzu (Schwung, bis +35%) für den Rest des Kampfes.","Toujours +55 Chance de riposte, +38 Puissance de riposte et +18 Chance critique ; chaque lancement de la compétence active ajoute +10% Dégâts (Élan, jusqu'à +35%) pour le reste du combat."
Grandmaster,Grandmaster,Gran maestro,Großmeister,Grand maître
A flawless combatant who flows freely between stances and turns enemy aggression into decisive counterattacks.,A flawless combatant who flows freely between stances and turns enemy aggression into decisive counterattacks.,Un combattente impeccabile che passa liberamente da una posizione all'altra e trasforma l'aggressività nemica in contrattacchi decisivi.,"Ein makelloser Kämpfer, der frei zwischen Kampfhaltungen wechselt und feindliche Angriffslust in entscheidende Konterangriffe verwandelt.",Un combattant impeccable qui passe librement d'une posture à l'autre et transforme l'agressivité ennemie en ripostes décisives.
Heavenly Counter,Heavenly Counter,Contrattacco celestiale,Himmlischer Konter,Riposte céleste
"Gains +12 Threat and Intercept to pull enemy attacks onto itself, plus +25 Magic Defense, +40 Counter Chance, and +25 Counter Power for 3 turns.","Gains +12 Threat and Intercept to pull enemy attacks onto itself, plus +25 Magic Defense, +40 Counter Chance, and +25 Counter Power for 3 turns.","Ottiene +12 Minaccia e Intercettazione per attirare su di sé gli attacchi nemici, più +25 Difesa magica, +40 Probabilità di contrattacco e +25 Potenza di contrattacco per 3 turni.","Erhält +12 Bedrohung und Abfangen, um gegnerische Angriffe auf sich zu ziehen, dazu +25 Magieverteidigung, +40 Konterchance und +25 Konterkraft für 3 Züge.","Gagne +12 Menace et Interception pour attirer les attaques ennemies sur lui, plus +25 Défense magique, +40 Chance de riposte et +25 Puissance de riposte pendant 3 tours."
Perfect Form,Perfect Form,Forma perfetta,Vollkommene Form,Forme parfaite
"Always +12 Threat, +60 Counter Chance, and +30 Immunity. When an ally takes damage, gains +45 Counter Chance for 2 turns; resisting a harmful status grants +50% Damage for 3 turns.","Always +12 Threat, +60 Counter Chance, and +30 Immunity. When an ally takes damage, gains +45 Counter Chance for 2 turns; resisting a harmful status grants +50% Damage for 3 turns.","Sempre +12 Minaccia, +60 Probabilità di contrattacco e +30 Immunità. Quando un alleato subisce danni, ottiene +45 Probabilità di contrattacco per 2 turni; resistere a uno stato nocivo concede +50% Danni per 3 turni.","Immer +12 Bedrohung, +60 Konterchance und +30 Immunität. Wenn ein Verbündeter Schaden erleidet, erhält er +45 Konterchance für 2 Züge; das Widerstehen eines schädlichen Status gewährt +50% Schaden für 3 Züge.","Toujours +12 Menace, +60 Chance de riposte et +30 Immunité. Lorsqu'un allié subit des dégâts, gagne +45 Chance de riposte pendant 2 tours ; résister à un statut néfaste accorde +50% Dégâts pendant 3 tours."
