keys,en,it,de,fr
A light shroud that vanishes into the edge of illumination.,A light shroud that vanishes into the edge of illumination.,Un sudario leggero che svanisce sul confine della luce.,"Ein leichter Schleier, der am Rand der Erleuchtung verschwindet.",Un suaire léger qui s'efface à la limite de la lumière.
Eclipse Mail,Eclipse Mail,Cotta dell'eclissi,Finsternispanzer,Cotte de l'éclipse
Balanced mail linked from lastlight and eclipse crystal.,Balanced mail linked from lastlight and eclipse crystal.,Una cotta equilibrata composta da cristalli di Ultimaluce e dell'eclissi.,"Ein ausgewogenes Kettenhemd, verbunden aus Letztlicht und Eklipsenkristall.",Une cotte équilibrée assemblée de lueur ultime et de cristal d'éclipse.
Dawnwall Plate,Dawnwall Plate,Piastre del muro dell'alba,Morgenwallpanzer,Plastron du Mur de l'Aube
"The heaviest lastlight plate, bright enough to define its own horizon.","The heaviest lastlight plate, bright enough to define its own horizon.","Le più pesanti piastre di Ultimaluce, tanto luminose da delineare il proprio orizzonte.","Der schwerste Letztlicht-Panzer, hell genug, um seinen eigenen Horizont zu bestimmen.","Les plaques de Lueur ultime les plus lourdes, assez éclatantes pour définir leur propre horizon."
Prismheart Bulwark,Prismheart Bulwark,Baluardo del cuore prismatico,Prismenherz-Bollwerk,Rempart du cœur prismatique
A geode brooch whose layered crystal heart rewards guardians who hold enemy attention.,A geode brooch whose layered crystal heart rewards guardians who hold enemy attention.,Una spilla di geode il cui cuore di cristallo stratificato ricompensa i guardiani che attirano l'attenzione dei nemici.,"Eine Geodenbrosche, deren geschichtetes Kristallherz Wächter belohnt, die die Aufmerksamkeit der Feinde binden.",Une broche de géode dont le cœur de cristal stratifié récompense les gardiens qui retiennent l'attention ennemie.
Prismfang Pendant,Prismfang Pendant,Pendente zanna prismatica,Prismenzahn-Anhänger,Pendentif croc-de-prisme
A razor-cut prism pendant made for heroes of any discipline who turn precision into decisive damage.,A razor-cut prism pendant made for heroes of any discipline who turn precision into decisive damage.,"Un pendente prismatico affilato come un rasoio, creato per eroi di ogni disciplina che trasformano la precisione in danni decisivi.","Ein messerscharfer Prismenanhänger, geschaffen für Helden jeder Disziplin, die Präzision in entscheidenden Schaden verwandeln.","Un pendentif prismatique taillé comme un rasoir, créé pour les héros de toute discipline qui changent la précision en dégâts décisifs."
Mistweaver Charm,Mistweaver Charm,Amuleto tessinebbia,Nebelweber-Amulett,Charme tisse-brume
A mist-bound crystal charm that steadies restorative magic and deepens its bearer's reserves.,A mist-bound crystal charm that steadies restorative magic and deepens its bearer's reserves.,Un amuleto di cristallo legato alla nebbia che stabilizza la magia rigenerante e approfondisce le riserve di chi lo porta.,"Ein nebelgebundenes Kristallamulett, das wiederherstellende Magie stabilisiert und die Reserven seines Trägers vertieft.",Un charme de cristal lié à la brume qui stabilise la magie réparatrice et approfondit les réserves de son porteur.
Rootsteel Aegis,Rootsteel Aegis,Egida di Acciaioradice,Wurzelstahl-Ägis,Égide d'acier-racine
A living rootsteel badge that braces its bearer whenever the enemy line closes in.,A living rootsteel badge that braces its bearer whenever the enemy line closes in.,Un distintivo vivente di Acciaioradice che sostiene chi lo porta quando le linee nemiche si avvicinano.,"Ein lebendes Wurzelstahl-Abzeichen, das seinen Träger stützt, sobald die feindliche Linie heranrückt.",Un insigne vivant en acier-racine qui soutient son porteur dès que la ligne ennemie se referme.
Sporefang Pendant,Sporefang Pendant,Pendente zanna sporale,Sporenzahn-Anhänger,Pendentif croc-de-spore
"A keen rootsteel fang fed by luminous spores, tuned for relentless offense.","A keen rootsteel fang fed by luminous spores, tuned for relentless offense.","Un'affilata zanna di Acciaioradice nutrita da spore luminose, accordata per un'offensiva incessante.","Ein scharfer Wurzelstahlzahn, genährt von leuchtenden Sporen, abgestimmt auf unerbittliche Offensive.","Un croc d'acier-racine acéré, nourri de spores lumineuses, réglé pour une offensive implacable."
Rootmind Talisman,Rootmind Talisman,Talismano della Mente Radice,Wurzelgeist-Talisman,Talisman de l'Esprit-Racine
"A patterned living-metal talisman that links insight, steady recovery, and deep reserves.","A patterned living-metal talisman that links insight, steady recovery, and deep reserves.","Un talismano intarsiato di metallo vivente che unisce intuito, recupero costante e riserve profonde.","Ein gemusterter Talisman aus lebendem Metall, das Einsicht, stete Erholung und tiefe Reserven verbindet.","Un talisman ouvragé en métal vivant qui relie l'intuition, la récupération constante et les réserves profondes."
Rootbound Almanac,Rootbound Almanac,Almanacco vincolato alle radici,Wurzel­gebundener Almanach,Almanach des Enracinés
A living field journal that turns every hard-won encounter into lasting insight.,A living field journal that turns every hard-won encounter into lasting insight.,Un diario da campo vivente che trasforma ogni scontro duramente vinto in conoscenza duratura.,"Ein lebendes Feldtagebuch, das jede hart erkämpfte Begegnung in bleibende Erkenntnis verwandelt.",Un carnet de terrain vivant qui transforme chaque rencontre durement gagnée en savoir durable.
Beacon Bulwark,Beacon Bulwark,Baluardo del faro,Leuchtfeuer-Bollwerk,Rempart du phare
A heavy lantern-alloy badge whose steadfast flame marks an unyielding frontline.,A heavy lantern-alloy badge whose steadfast flame marks an unyielding frontline.,Un pesante distintivo in lega della lanterna la cui fiamma salda contraddistingue una prima linea inflessibile.,"Ein schweres Abzeichen aus Laternenlegierung, dessen unbeirrbare Flamme eine unnachgiebige Frontlinie kennzeichnet.",Un lourd insigne en alliage de lanterne dont la flamme inébranlable désigne une ligne de front intraitable.
Flamepoint Pendant,Flamepoint Pendant,Pendente punta di fiamma,Flammenspitzen-Anhänger,Pendentif pointe-de-flamme
A concentrated beacon flame set in a cutting pendant for aggressive damage specialists.,A concentrated beacon flame set in a cutting pendant for aggressive damage specialists.,Una fiamma di faro concentrata in un pendente tagliente per specialisti del danno aggressivi.,"Eine konzentrierte Leuchtfeuerflamme, gefasst in einem schneidenden Anhänger für aggressive Schadensspezialisten.","Une flamme de fanal concentrée dans un pendentif tranchant, pour les spécialistes des dégâts agressifs."
Keeper's Censer,Keeper's Censer,Turibolo del Custode,Hüterrauchfass,Encensoir du Veilleur
A tiny golden censer whose warm light nurtures exhausted allies through the longest battles.,A tiny golden censer whose warm light nurtures exhausted allies through the longest battles.,Un piccolo turibolo dorato la cui luce calda rinvigorisce gli alleati esausti nelle battaglie più lunghe.,"Ein winziges goldenes Rauchfass, dessen warmes Licht erschöpfte Verbündete durch die längsten Schlachten trägt.",Un minuscule encensoir doré dont la lumière chaleureuse soutient les alliés épuisés au fil des plus longues batailles.
Orbitguard Astrolabe,Orbitguard Astrolabe,Astrolabio guardia orbitale,Orbitwacht-Astrolab,Astrolabe garde-orbite
A defensive astrolabe whose starglass rings turn in anticipation of every incoming blow.,A defensive astrolabe whose starglass rings turn in anticipation of every incoming blow.,Un astrolabio difensivo i cui anelli di Vetrostellare ruotano anticipando ogni colpo in arrivo.,"Ein defensives Astrolab, dessen Sternenglasringe sich in Erwartung jedes eintreffenden Schlags drehen.",Un astrolabe défensif dont les anneaux de verre stellaire tournent en anticipant chaque coup qui arrive.
Cometfang Pendant,Cometfang Pendant,Pendente zanna cometaria,Kometenzahn-Anhänger,Pendentif croc-de-comète
"A falling-star pendant aligned to reward fast, forceful attacks.","A falling-star pendant aligned to reward fast, forceful attacks.",Un pendente a stella cadente allineato per ricompensare attacchi rapidi e potenti.,"Ein Sternschnuppenanhänger, ausgerichtet darauf, schnelle, wuchtige Angriffe zu belohnen.",Un pendentif d'étoile filante aligné pour récompenser les attaques rapides et puissantes.
Starweaver Lens,Starweaver Lens,Lente tessistelle,Sternenweber-Linse,Lentille tisse-étoiles
An orbit-thread lens that reveals every ally's clearest path to recovery.,An orbit-thread lens that reveals every ally's clearest path to recovery.,Una lente di filo orbitale che rivela a ogni alleato la via più chiara verso il recupero.,"Eine Orbitfadenlinse, die jedem Verbündeten den klarsten Weg zur Erholung offenbart.",Une lentille en fil d'orbite qui révèle à chaque allié le chemin le plus clair vers la récupération.
Astral Wayfinder,Astral Wayfinder,Segnavia astrale,Astraler Wegfinder,Guide astral
A celestial medallion whose turning paths reveal lessons hidden in every victory.,A celestial medallion whose turning paths reveal lessons hidden in every victory.,Un medaglione celeste i cui percorsi rotanti rivelano gli insegnamenti nascosti in ogni vittoria.,"Ein himmlisches Medaillon, dessen kreisende Bahnen die in jedem Sieg verborgenen Lehren offenbaren.",Un médaillon céleste dont les trajectoires tournantes révèlent les leçons cachées dans chaque victoire.
Crownless Bulwark,Crownless Bulwark,Baluardo Senza Corona,Kronloses Bollwerk,Rempart Sans-Couronne
A black-steel signet of command built for heroes who must endure the whole enemy court.,A black-steel signet of command built for heroes who must endure the whole enemy court.,"Un sigillo di comando in acciaio nero, creato per eroi che devono resistere all'intera corte nemica.","Ein Befehlssiegel aus Schwarzstahl, geschaffen für Helden, die dem gesamten feindlichen Hof standhalten müssen.","Un sceau de commandement en acier noir, forgé pour les héros qui doivent endurer toute la cour ennemie."
Regent's Fang,Regent's Fang,Zanna del Reggente,Zahn des Regenten,Croc du régent
A severe black-steel pendant that turns disciplined pressure into lethal openings.,A severe black-steel pendant that turns disciplined pressure into lethal openings.,Un austero pendente d'acciaio nero che trasforma la pressione disciplinata in aperture letali.,"Ein strenger Schwarzstahlanhänger, der disziplinierten Druck in tödliche Blößen verwandelt.",Un pendentif austère en acier noir qui transforme une pression disciplinée en ouvertures létales.
Empty Crown Talisman,Empty Crown Talisman,Talismano della corona vuota,Talisman der Leeren Krone,Talisman de la Couronne Vide
"An empty crown wrapped in banner cloth, devoted wholly to the court it restores.","An empty crown wrapped in banner cloth, devoted wholly to the court it restores.","Una corona vuota avvolta in stoffa da stendardo, interamente devota alla corte che risana.","Eine leere Krone, umwickelt mit Bannertuch, gänzlich dem Hof gewidmet, den sie wiederherstellt.","Une couronne vide enveloppée de toile de bannière, entièrement dévouée à la cour qu'elle restaure."
Dawnwall Signet,Dawnwall Signet,Sigillo del muro dell'alba,Morgenwallsiegel,Sceau du Mur de l'Aube
"A signet balanced between dawn and eclipse, forged for the hero who stands when all roads end.","A signet balanced between dawn and eclipse, forged for the hero who stands when all roads end.","Un sigillo in equilibrio tra alba ed eclissi, forgiato per l'eroe che resta in piedi quando ogni strada finisce.","Ein Siegel im Gleichgewicht zwischen Morgengrauen und Eklipse, geschmiedet für den Helden, der steht, wenn alle Wege enden.","Un sceau en équilibre entre l'aube et l'éclipse, forgé pour le héros qui tient debout quand toutes les routes s'achèvent."
Eclipse Edge Pendant,Eclipse Edge Pendant,Pendente filo dell'eclissi,Eklipsen­schneide-Anhänger,Pendentif tranchant d'éclipse
"A dawn-bright edge crossing an eclipse-dark jewel, made for the campaign's finest damage dealers.","A dawn-bright edge crossing an eclipse-dark jewel, made for the campaign's finest damage dealers.","Un filo luminoso come l'alba attraversa un gioiello scuro come l'eclissi, creato per i migliori assalitori della campagna.","Eine morgenhelle Schneide, die einen eklipsendunklen Edelstein kreuzt, geschaffen für die besten Schadensträger der Kampagne.","Un tranchant clair comme l'aube croisant un joyau sombre comme l'éclipse, fait pour les meilleurs porteurs de dégâts de la campagne."
Lastlight Reliquary,Lastlight Reliquary,Reliquiario di Ultimaluce,Letztlicht-Reliquiar,Reliquaire de Lueur ultime
A final lantern in miniature that keeps failing allies on their feet beneath the last light.,A final lantern in miniature that keeps failing allies on their feet beneath the last light.,Un'ultima lanterna in miniatura che mantiene in piedi gli alleati in difficoltà sotto l'ultima luce.,"Eine letzte Laterne in Miniatur, die strauchelnde Verbündete unter dem letzten Licht auf den Beinen hält.",Une ultime lanterne en miniature qui maintient debout les alliés vacillants sous la dernière lueur.
Lastlight Chronicle,Lastlight Chronicle,Cronaca di Ultimaluce,Letztlicht-Chronik,Chronique de Lueur ultime
A sealed chronicle that preserves the meaning of every road walked beneath the last light.,A sealed chronicle that preserves the meaning of every road walked beneath the last light.,Una cronaca sigillata che conserva il significato di ogni strada percorsa sotto l'ultima luce.,"Eine versiegelte Chronik, die den Sinn jedes unter dem letzten Licht gegangenen Weges bewahrt.",Une chronique scellée qui préserve le sens de chaque route parcourue sous la dernière lueur.
Grovewell Locket,Grovewell Locket,Medaglione della fonte del bosco,Hainquell-Medaillon,Médaillon de la Source du Bosquet
A living-root locket whose warm inner well magnifies restorative magic without sharpening attacks.,A living-root locket whose warm inner well magnifies restorative magic without sharpening attacks.,Un medaglione di radici viventi la cui calda fonte interiore amplifica la magia rigenerante senza potenziare gli attacchi.,"Ein Medaillon aus lebender Wurzel, dessen warmer innerer Quell wiederherstellende Magie verstärkt, ohne Angriffe zu schärfen.",Un médaillon de racine vivante dont la source intérieure chaude amplifie la magie réparatrice sans aiguiser les attaques.
